symbol,pe-absolute-ratio,returns
MMM,25.891291642313998,0.24654835316321999
MMM,25.469682283253,-0.0087603046829665999
MMM,34.659230769231002,0.053416746686245999
MMM,33.641843971630998,0.39570476221144002
MMM,26.887432376195999,-0.01754435538495
MMM,19.875150501672,-0.035120652666409999
MMM,17.991372303845001,0.029823648899582
MMM,15.816593092703,0.10722143775553
MMM,9.389404296875,-0.29801021342154999
MMM,16.817080924854999,0.48523695663786998
MMM,19.415158158472,0.070725728812640998
MMM,13.611729431518,-0.028405436334796998
MMM,14.970000000000001,0.16668068938104999
MMM,20.994644464446445,0.54465030498289002
ABT,25.514349984487001,0.34480144197783003
ABT,31.629720028714999,0.15977944239731001
ABT,20.141435413199002,-0.27560120088617002
ABT,22.425240562546001,0.17741794771826999
ABT,20.752098183489998,0.045312709652950998
ABT,17.767684796185002,-0.14517094156622001
ABT,19.214737111424,0.25130999000588999
ABT,22.918840127024001,0.16593560421542
ABT,18.443275461134,-0.037666680213236998
ABT,17.672067086308001,0.027694267445552
ABT,12.738889271687,-0.098413110333802997
ABT,13.334866407223,0.19465067638916
ABT,14.029999999999999,0.18306171150891001
ABT,9.9390061882641003,-0.40534739398379999
ACN,17.829767655855001,0.46303501945527997
ACN,40.918633852336001,0.025835866261393
ACN,38.073248407643,0.069259259259245004
ACN,19.332940344257999,0.27918254243161
ACN,32.080413613090997,-0.024370430544291999
ACN,22.360711125411999,-0.089925062447947998
ACN,13.35920321551,0.26562976517231002
ACN,16.850114547537,0.16843373493975999
ACN,19.023642387824999,0.097752113837899002
ACN,15.946876234797999,0.24929551005073
ACN,16.620000000000001,0.23639097744361001
ACE,17.027808471455,-0.037365376620502003
ACE,21.535967578520999,0.44234011348302998
ACE,9.7987990458171996,0.05262641509431
ACE,15.595402766476999,0.27455899593559002
ACE,20.693382352941001,0.15412039408139999
ACE,8.4805614632072004,0.038190552276829999
ACE,6.5096627510421001,-0.12884930534138
ACE,6.5435138293727997,-0.018725822687796
