symbol,pe-ratio,returns
MMM,25.891291642313998,0.23109930527176001
MMM,25.469682283253,-0.019087136929460999
MMM,34.659230769231002,0.043147208121826999
MMM,33.641843971630998,0.37923763179238001
MMM,26.887432376195999,-0.034811243090674002
MMM,19.875150501672,-0.055684172048250997
MMM,17.991372303845001,0.0055483870967742996
MMM,15.816593092703,0.081996663672526005
MMM,9.389404296875,-0.31759962049335999
MMM,16.817080924854999,0.4367396593674
MMM,19.415158158472,0.043909519777427998
MMM,13.611729431518,-0.052954808806489
MMM,14.970000000000001,0.13605775113178001
MMM,20.994644464446445,0.51050080775443996
ABT,25.514349984487001,0.33370044052863002
ABT,31.629720028714999,0.15111478117258001
ABT,20.141435413199002,-0.28263988522237998
ABT,22.425240562546001,0.16500000000000001
ABT,20.752098183489998,0.00085836909871243004
ABT,17.767684796185002,-0.15437392795883001
ABT,19.214737111424,0.23529411764706001
ABT,22.918840127024001,0.15270935960591001
ABT,18.443275461134,-0.049857549857549997
ABT,17.672067086308001,0.011994002998501001
ABT,12.738889271687,-0.11259259259259
ABT,13.334866407223,0.17362270450751
ABT,14.029999999999999,0.16465149359886
ABT,9.9390061882641003,0.17038167938931001
ACN,17.829767655855001,0.46303501945525
ACN,40.918633852336001,0.025835866261397999
ACN,38.073248407643,0.069259259259259007
ACN,19.332940344257999,0.27918254243159002
ACN,32.080413613090997,-0.024370430544273
ACN,22.360711125411999,-0.089925062447960002
ACN,13.35920321551,0.26562976517231002
ACN,16.850114547537,0.16843373493975999
ACN,19.023642387824999,0.097752113837904997
ACN,15.946876234797999,0.24929551005072001
ACN,16.620000000000001,0.23639097744361001
ACE,17.027808471455,-0.053958529688973002
ACE,21.535967578520999,0.41172460804362998
ACE,9.7987990458171996,0.032110091743118997
ACE,15.595402766476999,0.25005847953215998
ACE,20.693382352941001,0.13342065868263001
ACE,8.4805614632072004,0.019976886247316999
ACE,6.5096627510421001,-0.14341210747815
ACE,6.5435138293727997,-0.047619047619047998
ACE,7.6961299744431999,0.23511904761905
ACE,8.8572826496047998,0.12642570281125001
ACE,11.4,0.13804905875642001
ADBE,56.247570332480997,0.73051754907792998
ADBE,26.120646319569001,-0.46648332760398997
ADBE,23.114725428471001,-0.20103092783505
ADBE,40.702201122140998,0.57580645161290001
ADBE,55.283272727273001,0.60542476970317005
ADBE,40.620958751393999,0.17819572840292999
ADBE,42.169190600522001,0.11255411255411001
ADBE,48.189600632660998,0.039153696498054003
ADBE,15.515473887814,-0.50175520711443999
ADBE,22.225166322551001,0.72757162987318003
ADBE,40.686157826649001,-0.16313213703099999
ADBE,17.741577384793999,-0.081546458739440997
ADBE,22.16,0.33286169083834
ADBE,103.21620689655172,0.58917197452228998
ADT,27.120000000000001,-0.12949021294901999
ADT,19.395249406175772,-0.10476896466518
AES,63.761436170213003,0.48154093097912998
AES,12.256944444444001,-0.70476706392198996
AES,2.8756985143792,-0.81529051987767998
AES,13.244825124910999,2.1258278145695
AES,25.919940476191002,0.44809322033898003
AES,23.313358864609,0.15801024140454001
AES,23.230317460317998,0.39229311433986003
AES,20.952669552669999,-0.029491833030852999
AES,8.4630996309963002,-0.61477325853202003
AES,13.930930930931,0.61529126213592
AES,13.59459833795,-0.084898572501878003
AES,17.710000000000001,-0.096283783783783994
AES,0.0,0.35607476635514002
AET,8.3303377750231995,0.44851904090268002
AET,24.438533057851,-0.19668938656279999
AET,25.481180061038,0.64396887159533001
AET,20.692974941100999,0.84556213017752002
AET,22.905522179243999,0.51202308432190002
AET,17.702314504726001,-0.084393553859202997
AET,18.446032836006999,0.33696155627605001
AET,6.5849804517811004,-0.50632253594318
AET,7.6140679465168004,0.11228070175439001
AET,9.9474919093851,-0.037539432176656
AET,9.8826100932176004,0.38282530317928998
AET,7.8700000000000001,0.097653472386821996
AET,15.204053320465649,0.48110559274455
AMG,16.554016620498999,0.35706340378197998
AMG,27.174603174603,0.28442622950820001
AMG,23.494,-0.28632205913635
AMG,26.019677996422001,0.38271236959762001
AMG,32.745454545454002,0.46022849752102002
AMG,35.378728923475997,0.18467670504872
AMG,26.602015113349999,0.31003115264797998
AMG,21.017761989343001,0.11728336345477
AMG,7.9329670329670003,-0.64311254895282999
AMG,124.85344827586,0.60663167938930995
AMG,87.663865546219,0.47319970304379999
AMG,35.713564213563998,-0.032957065107841001
AMG,40.469999999999999,0.35643564356436003
AFL,34.532871287128998,0.52988554472233995
AFL,19.353424657533999,-0.31947908007758002
AFL,24.496943231441001,0.22638436482085
AFL,21.851420247633001,0.20119521912350999
AFL,20.559026369167999,0.10116086235489
AFL,19.797554806070998,0.16516064257027999
AFL,17.684055727554,-0.0090478242137010008
AFL,21.182344731333,0.36152173913043001
AFL,13.004950495049,-0.26808238863165001
AFL,17.383094098884001,0.0089441535776613994
AFL,14.706928532459999,0.22010810810810999
AFL,8.1560774618871008,-0.23338649654439
AFL,12.65,0.22792417938049001
AFL,10.863503140265175,0.25753012048193002
A,48.940624999999997,-0.29181218471089998
A,17.514073071717998,-0.47926940639269
A,47.98452722063,0.38132780082987999
A,29.275708502023999,0.046860919194953998
A,27.377523809524,0.054232424677188001
A,9.1319672131148,-0.57457811649428003
A,15.089321789322,0.98784388995521
A,19.386057692308,-0.15689114168477
A,13.99,0.17205840251932
A,26.21022099447514,0.39692232535417998
GAS,14.488925348645999,0.32892307692307998
GAS,13.677419354839,-0.035887937022459002
GAS,10.837123991196,-0.18275696445725001
GAS,11.84140625,-0.14487217161328
GAS,17.819548872180999,0.14226804123711001
GAS,17.861365953109001,0.047232250300842001
GAS,20.844708209693,0.11778224648089999
GAS,15.415432579891,-0.032639424312515999
GAS,11.518491124260001,-0.16710945802338001
GAS,16.188284518827999,0.16331738437002
GAS,16.869372693727001,-0.017000274197971
GAS,14.064957264957,0.17880055788006
GAS,27.329999999999998,-0.054188357785140001
GAS,20.702583025830258,0.18163622717038
APD,20.105438401775999,0.14414634146340999
APD,18.984609609610001,-0.088680451929225995
APD,18.080492971306999,0.23578947368420999
APD,22.827034323178001,0.097293204618587995
APD,26.874194847020998,0.021045368293944999
APD,22.248799867572,0.18736273019090999
APD,22.176619362090999,0.40338645418327002
APD,27.430765357502999,-0.49031734766298002
APD,9.8518405841192997,0.61249254028247002
APD,15.660247592847,0.12200838884777
APD,22.222812283536999,-0.063331500824629003
APD,16.738007038340001,-0.013734006338772
APD,14.4,0.33039752439894998
APD,23.754174210420437,0.29030237967436001
ARG,12.414634146341999,1.2202643171806
ARG,32.841498559077998,0.14087301587302001
ARG,22.112338858194999,0.24521739130435
ARG,22.561604584527,0.23417132216014999
ARG,25.497506234414001,0.24104111655978999
ARG,27.936956521738999,0.23161094224924
ARG,24.732405259086999,0.28603158933860001
ARG,27.577072538860001,-0.25177509115333002
ARG,13.107030900133999,0.22082585278276001
